accession,length,nb_contigs,category,filtering_method,serratax_id,serraplace_id,refseq_neighbour,refseq_pctid,refseq_quality,genome_neighbour,genome_pctid,genome_quality,fragment_neighbour,fragment_pctid,fragment_quality,platform
SRR11578324,29861,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11584172,2697,6,D,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,92.4,unknown,OXFORD_NANOPORE
SRR11597111,6182,12,C,bgc,,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,85.4,unknown,ILLUMINA
SRR11607657,14269,2,C,checkv,694009,,NC_045512.2,99.9,partial,MT374101.1,99.9,partial,MT084071.1,73.2,unknown,ILLUMINA
SRR11621924,29908,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11622226,29235,1,A,checkv,694009,,NC_045512.2,97.9,partial,MT374101.1,99.2,near_complete,MT084071.1,74.9,unknown,ILLUMINA
SRR11741540,26493,2,B,checkv,,,NC_001846.1,99.3,partial,NC_001846.1,99.3,partial,MF416379.1,91.0,unknown,ILLUMINA
SRR11772654,29939,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11783600,30144,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.4,unknown,ILLUMINA
SRR11810740,13095,5,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.8,unknown,ION_TORRENT
SRR11826970,29899,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11851947,29992,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.4,unknown,ILLUMINA
SRR1190386,9868,1,C,checkv,1335626,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,95.3,unknown,ILLUMINA
SRR11915824,28213,4,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.9,unknown,ILLUMINA
SRR1192465,8841,1,C,checkv,1335626,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,94.8,unknown,ILLUMINA
SRR11939971,21443,5,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.1,unknown,ILLUMINA
SRR1195710,29773,1,A,checkv,694009,,NC_004718.3,100.0,near_complete,NC_004718.3,100.0,near_complete,AH013709.2,95.7,hiclip_suspicious,ILLUMINA
SRR12017059,29940,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,70.9,unknown,ILLUMINA
SRR12045893,29811,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.1,unknown,ILLUMINA
SRR1638905,248,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR6713778,56304,2,B,checkv,28295,,NC_003436.1,97.0,near_complete,MK071636.1,99.6,near_complete,MG546689.1,98.4,near_complete,ILLUMINA
SRR8389847,17948,1,C,checkv,_empty_,,*,0,unmapped,NC_011549.1,98.2,hiclip_suspicious,*,0,unmapped,ILLUMINA
ERR1302949,16690,3,C,checkv,2691591,,NC_009657.1,96.1,unknown,MH687958.1,99.1,partial,KT346372.1,90.3,hiclip_suspicious,ILLUMINA
ERR2298759,1131,1,D,checkv,694003,,NC_003045.1,98.0,partial,MG757139.1,99.0,partial,AF058944.1,98.5,partial,ILLUMINA
ERR3180645,62368,3,B,checkv,2724078,,NC_001846.1,77.5,unknown,MH687968.1,97.5,near_complete,KY370049.1,87.2,unknown,ILLUMINA
ERR3343426,668,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080534,3955,3,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.6,unknown,OXFORD_NANOPORE
ERR4080785,9700,4,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.7,unknown,OXFORD_NANOPORE
ERR4145423,6662,8,C,checkv,694009,,NC_045512.2,93.8,unknown,NC_045512.2,93.8,unknown,MT084071.1,87.7,unknown,OXFORD_NANOPORE
ERR4164964,3344,1,D,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,94.2,unknown,OXFORD_NANOPORE
ERR4181777,433,1,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,92.6,unknown,?
ERR4182400,87456,4,B,checkv,,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,79.4,unknown,OXFORD_NANOPORE
SRR057859,208,1,D,bgc,,,NC_001846.1,98.1,partial,FJ647221.1,98.1,partial,KF850449.2,96.2,unknown,ILLUMINA
SRR10357369,30174,1,A,checkv,1335626,,NC_019843.3,99.9,near_complete,NC_019843.3,99.9,near_complete,KT036374.1,98.1,partial,ILLUMINA
SRR11039494,2672,3,D,checkv,11138,,NC_001846.1,99.9,partial,NC_001846.1,99.9,partial,X00509.1,99.6,partial,ILLUMINA
SRR11040134,12184,3,C,checkv,11138,,NC_001846.1,99.8,partial,NC_001846.1,99.8,partial,MF416379.1,94.9,unknown,ILLUMINA
SRR11412229,2464,2,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.2,unknown,ILLUMINA
SRR11494504,10785,4,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,88.8,unknown,ILLUMINA
SRR11494755,15453,2,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,82.0,unknown,ILLUMINA
SRR11549945,15523,2,C,checkv,694009,,NC_004718.3,99.9,partial,NC_004718.3,99.9,partial,AH013708.2,100.0,partial,ILLUMINA
SRR11573924,30060,2,B,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,76.3,unknown,ILLUMINA
SRR11578074,29971,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.4,unknown,ILLUMINA
SRR11578325,29423,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.6,unknown,ILLUMINA
SRR11584173,4326,9,D,bgc,,,NC_045512.2,93.5,unknown,MT374101.1,93.5,unknown,MT084071.1,83.9,unknown,OXFORD_NANOPORE
SRR11597112,1187,2,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,94.1,unknown,ILLUMINA
SRR11607658,29764,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.2,unknown,ILLUMINA
SRR11621925,29917,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,77.9,unknown,ILLUMINA
SRR11622227,29958,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.4,unknown,ILLUMINA
SRR11648019,3892,11,D,bgc,,,NC_045512.2,97.3,partial,NC_045512.2,97.3,partial,MT084071.1,93.1,unknown,OXFORD_NANOPORE
SRR11741541,31394,1,A,checkv,11138,,NC_001846.1,99.6,near_complete,NC_001846.1,99.6,near_complete,MF416379.1,91.9,unknown,ILLUMINA
SRR11783601,29868,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11810819,430,1,D,bgc,,,NC_045512.2,96.5,unknown,NC_045512.2,96.5,unknown,*,0,unmapped,ILLUMINA
SRR11826971,29821,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11851948,29126,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR1190387,14401,2,C,checkv,1335626,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,94.8,unknown,ILLUMINA
SRR11915825,8947,4,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,88.1,unknown,ILLUMINA
SRR1192466,8290,1,C,checkv,1335626,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,94.4,unknown,ILLUMINA
SRR11939972,21732,1,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.8,unknown,ILLUMINA
SRR11953800,851,2,D,checkv,694009,,NC_045512.2,99.6,partial,MT374101.1,99.6,partial,MT084071.1,91.3,unknown,ILLUMINA
SRR1195711,29747,1,A,checkv,694009,,NC_004718.3,100.0,complete,NC_004718.3,100.0,complete,AH013709.2,95.7,hiclip_suspicious,ILLUMINA
SRR12045894,29923,1,A,checkv,694009,,NC_045512.2,99.9,near_complete,NC_045512.2,99.9,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR2925775,29194,5,B,checkv,694005,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,99.6,partial,ILLUMINA
SRR6713779,28161,1,A,checkv,28295,,NC_003436.1,96.7,unknown,KU893871.1,99.6,partial,MG546689.1,98.7,near_complete,ILLUMINA
SRR6994485,30741,1,A,checkv,694003,,NC_006213.1,100.0,complete,NC_006213.1,100.0,complete,LR721664.1,95.5,unknown,ILLUMINA
SRR7236123,1047,1,D,checkv,28295,,NC_003436.1,96.3,unknown,KU893873.1,99.8,partial,KF840548.1,97.7,partial,ILLUMINA
SRR8389849,14804,1,C,checkv,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR6800483,352,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR1298640,497,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR1430438,388,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3180647,377,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3505688,246,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080535,10152,9,C,checkv,694009,,NC_045512.2,98.9,partial,NC_045512.2,98.9,partial,MT084071.1,93.4,unknown,OXFORD_NANOPORE
ERR4080786,4596,4,D,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,94.6,unknown,OXFORD_NANOPORE
ERR4145424,2329,4,D,checkv,696098,,NC_045512.2,97.1,partial,NC_045512.2,97.1,partial,MT084071.1,91.0,unknown,OXFORD_NANOPORE
ERR4181778,8694,17,C,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,94.0,unknown,?
SRR10357370,30220,1,A,checkv,1335626,,NC_019843.3,99.9,near_complete,NC_019843.3,99.9,near_complete,KT036374.1,98.1,partial,ILLUMINA
SRR11039495,2626,3,D,checkv,11138,,NC_001846.1,99.9,partial,NC_001846.1,99.9,partial,X00509.1,99.6,partial,ILLUMINA
SRR11040135,31334,2,B,checkv,11138,,NC_001846.1,99.9,partial,NC_001846.1,99.9,partial,MF416379.1,91.8,unknown,ILLUMINA
SRR11412230,3952,4,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,95.1,unknown,ILLUMINA
SRR11494505,4461,3,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.1,unknown,ILLUMINA
SRR11494756,24373,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.6,unknown,ILLUMINA
SRR11549946,9851,1,C,checkv,,,NC_004718.3,99.9,partial,NC_004718.3,99.9,partial,AH013709.2,92.7,hiclip_suspicious,ILLUMINA
SRR11578075,29979,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.5,unknown,ILLUMINA
SRR11578326,15324,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.8,unknown,ILLUMINA
SRR11597113,14107,3,C,checkv,,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,86.9,unknown,ILLUMINA
SRR11607659,29925,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.1,unknown,ILLUMINA
SRR11621926,29850,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11622228,29877,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11648020,2619,6,D,bgc,,,NC_045512.2,97.2,partial,NC_045512.2,97.2,partial,MT084071.1,83.3,unknown,OXFORD_NANOPORE
SRR1168910,229,1,D,bgc,,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,99.6,partial,ILLUMINA
SRR11772656,19368,5,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,72.5,hiclip_suspicious,ILLUMINA
SRR11826972,29821,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11851949,27360,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR1190388,7477,1,C,checkv,1335626,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,93.8,unknown,ILLUMINA
SRR11915826,10686,4,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,86.6,unknown,?
SRR1192467,9289,1,C,checkv,,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,95.0,unknown,ILLUMINA
SRR11939973,1159,3,D,checkv,,,NC_045512.2,99.8,partial,MT374101.1,99.8,partial,MT084071.1,87.9,unknown,ILLUMINA
SRR11953801,29842,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11954058,332,1,D,bgc,,,NC_045512.2,98.5,partial,NC_045512.2,98.5,partial,KF294457.1,91.9,unknown,ILLUMINA
SRR1195712,29769,1,A,checkv,694009,,NC_004718.3,100.0,near_complete,NC_004718.3,100.0,near_complete,AH013709.2,95.7,hiclip_suspicious,ILLUMINA
SRR12045895,9942,20,C,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,78.0,unknown,ILLUMINA
SRR1643060,1524,3,D,bgc,,,NC_019843.3,99.8,partial,NC_019843.3,99.8,partial,KT036374.1,99.8,partial,ILLUMINA
SRR2925790,9586,4,C,checkv,2509481,,NC_019843.3,99.8,partial,NC_019843.3,99.8,partial,KT036374.1,99.2,partial,ILLUMINA
SRR6713780,28195,1,A,checkv,28295,,NC_003436.1,96.7,unknown,KU893871.1,99.6,partial,MG546689.1,98.8,near_complete,ILLUMINA
SRR7236134,869,2,D,bgc,,,NC_003436.1,90.6,unknown,MH052688.1,91.7,unknown,MG546689.1,91.5,unknown,ILLUMINA
SRR7755175,810,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR6425448,305,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR1302952,5123,3,C,checkv,2691591,,NC_009657.1,88.0,unknown,MH687949.1,99.8,partial,KT346372.1,86.8,unknown,ILLUMINA
ERR1600737,501,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080536,11387,11,C,checkv,694009,,NC_045512.2,99.9,partial,MT374101.1,99.9,partial,MT084071.1,94.5,unknown,OXFORD_NANOPORE
ERR4080787,4414,2,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.6,unknown,OXFORD_NANOPORE
ERR4145425,739,1,D,checkv,,,NC_045512.2,95.7,unknown,MT374101.1,95.7,unknown,MT084071.1,87.3,unknown,OXFORD_NANOPORE
ERR4164966,6837,2,C,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,93.5,unknown,OXFORD_NANOPORE
ERR4181779,6964,14,C,bgc,,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,86.4,unknown,?
ERR4182402,644,1,D,bgc,,,NC_045512.2,98.8,partial,NC_045512.2,98.8,partial,MT084071.1,96.7,unknown,?
SRR057874,438,2,D,bgc,,,NC_001846.1,100.0,partial,FJ647221.1,100.0,partial,MF416379.1,97.3,partial,ILLUMINA
SRR10357371,55748,2,B,checkv,1335626,,NC_019843.3,99.9,near_complete,NC_019843.3,99.9,near_complete,KT036374.1,98.1,partial,ILLUMINA
SRR11039496,1802,3,D,checkv,11138,,NC_001846.1,100.0,partial,NC_001846.1,100.0,partial,X00509.1,99.4,partial,ILLUMINA
SRR11040136,31293,1,A,checkv,11138,,NC_001846.1,99.9,near_complete,NC_001846.1,99.9,near_complete,MF416379.1,92.1,unknown,ILLUMINA
SRR11412231,3347,4,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,95.8,unknown,ILLUMINA
SRR11494506,6470,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,77.8,unknown,ILLUMINA
SRR11494757,20614,3,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,83.3,unknown,ILLUMINA
SRR11549947,7628,1,C,checkv,694009,,NC_004718.3,99.9,partial,NC_004718.3,99.9,partial,AH013709.2,92.3,hiclip_suspicious,ILLUMINA
SRR11573926,30014,2,B,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,76.3,unknown,ILLUMINA
SRR11578076,3332,1,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,93.7,unknown,ILLUMINA
SRR11578327,13192,2,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,88.6,unknown,ILLUMINA
SRR11584175,1158,3,D,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,KF294455.1,86.2,unknown,OXFORD_NANOPORE
SRR11597114,29834,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11607660,5952,17,C,bgc,,,NC_045512.2,99.5,partial,NC_045512.2,99.5,partial,MT544614.1,94.8,unknown,ILLUMINA
SRR11621927,29920,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.4,unknown,ILLUMINA
SRR11622229,4326,2,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,75.3,unknown,ILLUMINA
SRR11648021,2823,8,D,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT544614.1,96.5,unknown,OXFORD_NANOPORE
SRR11772657,2000,3,D,checkv,696098,,NC_045512.2,99.7,partial,MT374101.1,99.7,partial,MT084071.1,96.5,unknown,ILLUMINA
SRR11783603,5411,4,C,checkv,694009,,NC_045512.2,99.1,partial,NC_045512.2,99.1,partial,MT084071.1,93.3,unknown,ILLUMINA
SRR11811022,8356,1,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,83.6,hiclip_suspicious,ILLUMINA
SRR11826973,29840,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11851950,2818,6,D,bgc,,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,93.0,unknown,ILLUMINA
SRR1190389,22842,4,C,checkv,1335626,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,94.7,unknown,ILLUMINA
SRR11915827,11229,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.0,unknown,ILLUMINA
SRR1192468,8895,1,C,checkv,1335626,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,94.8,unknown,ILLUMINA
SRR11939974,29865,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11953802,29888,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR1195755,29771,1,A,checkv,694009,,NC_004718.3,100.0,near_complete,NC_004718.3,100.0,near_complete,AH013709.2,95.7,hiclip_suspicious,ILLUMINA
SRR12019375,29888,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR12045896,29635,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.1,unknown,ILLUMINA
SRR5381486,10801,2,C,bgc,,,NC_028806.1,93.1,unknown,JQ404410.1,93.9,unknown,MT114543.1,93.9,unknown,ILLUMINA
SRR6713781,28161,1,A,checkv,28295,,NC_003436.1,97.0,near_complete,MK071636.1,99.6,partial,MG546689.1,98.4,near_complete,ILLUMINA
SRR7236135,836,2,D,bgc,,,NC_003436.1,96.3,unknown,MN037494.1,99.8,partial,MG546689.1,97.9,partial,ILLUMINA
ERR1302508,465,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR2821762,395,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3180649,17086,3,C,checkv,,,NC_026011.1,95.3,unknown,MH687978.1,99.9,partial,MH687975.1,97.8,partial,ILLUMINA
ERR3505690,404,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080537,1934,1,D,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,92.9,unknown,OXFORD_NANOPORE
ERR4080788,8794,6,C,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,69.8,unknown,OXFORD_NANOPORE
ERR4145426,2516,3,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,93.7,unknown,?
ERR4164967,7904,2,C,checkv,,,NC_045512.2,99.6,hiclip_suspicious,NC_045512.2,99.6,hiclip_suspicious,MT084071.1,82.3,hiclip_suspicious,OXFORD_NANOPORE
ERR4181780,459,1,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,95.2,unknown,?
ERR4182403,43385,5,B,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,76.3,unknown,OXFORD_NANOPORE
SRR10182268,237,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR1030154,29742,1,A,checkv,694009,,NC_004718.3,99.9,complete,NC_004718.3,99.9,complete,AH013709.2,95.6,hiclip_suspicious,ILLUMINA
SRR10357372,31947,2,B,checkv,1335626,,NC_019843.3,99.9,hiclip_suspicious,NC_019843.3,99.9,hiclip_suspicious,KT036374.1,98.2,hiclip_suspicious,ILLUMINA
SRR11039497,2812,3,D,checkv,11138,,NC_001846.1,99.9,partial,NC_001846.1,99.9,partial,X00509.1,99.6,partial,ILLUMINA
SRR11040137,31339,2,B,checkv,11138,,NC_001846.1,99.9,partial,NC_001846.1,99.9,partial,MF416379.1,91.8,unknown,ILLUMINA
SRR11412232,2560,2,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.1,unknown,ILLUMINA
SRR11494507,6088,1,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,85.4,unknown,ILLUMINA
SRR11494758,29893,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11549948,6096,2,C,checkv,694009,,NC_004718.3,99.8,partial,AB257344.1,99.8,partial,AH013709.2,82.1,unknown,ILLUMINA
SRR11573927,29842,1,A,checkv,694009,,NC_045512.2,99.9,near_complete,NC_045512.2,99.9,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11578077,29919,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11578328,27543,3,B,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,80.1,unknown,ILLUMINA
SRR11584176,1005,1,D,bgc,,,NC_045512.2,90.7,unknown,NC_045512.2,90.7,unknown,MT084071.1,73.9,unknown,OXFORD_NANOPORE
SRR11597115,29837,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11607661,27682,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR11621928,29855,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11622230,12444,2,C,checkv,,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,87.5,unknown,?
SRR11648022,991,2,D,bgc,,,NC_045512.2,98.8,partial,MT374101.1,98.8,partial,MT544308.1,98.4,near_complete,OXFORD_NANOPORE
SRR1168912,509,2,D,bgc,,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,99.7,partial,ILLUMINA
SRR11772658,8503,2,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.3,unknown,ILLUMINA
SRR11783604,3819,4,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.3,unknown,ILLUMINA
SRR11811023,12305,1,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.7,unknown,ILLUMINA
SRR11826974,29862,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11851951,29791,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.1,unknown,ILLUMINA
SRR11915828,3353,3,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.3,unknown,ILLUMINA
SRR1192469,9105,1,C,checkv,1335626,,NC_019843.3,99.9,partial,NC_019843.3,99.9,partial,KT036374.1,94.9,unknown,ILLUMINA
SRR11939975,29654,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.2,unknown,ILLUMINA
SRR11953803,1731,2,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,95.9,unknown,ILLUMINA
SRR11954060,630,1,D,checkv,694009,,NC_045512.2,99.0,partial,MT374101.1,99.0,partial,MT084071.1,92.5,unknown,ILLUMINA
